gender,phone_use_hours,sleep_hours,person_interaction,social_media_hours,gaming_hours,educational_hours,family_communication,phone_anxiety,phone_during_meals,lose_track_time,performance_impact,phone_before_sleep,phone_after_wakeup,phone_addiction
male,8 to 10 hours,less than 4 hours,always,1 to 3 hours,1 to 3 hours,less than 1 hour,often,rarely,often,never,never,always,rarely,no
male,2 to 4 hours,less than 4 hours,often,4 to 6 hours,1 to 3 hours,4 to 6 hours,sometimes,never,sometimes,never,never,sometimes,sometimes,no
female,2 to 4 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,less than 1 hour,rarely,often,rarely,rarely,sometimes,sometimes,always,no
male,2 to 4 hours,more than 8 hours,never,more than 9 hours,7 to 9 hours,more than 9 hours,always,never,often,sometimes,sometimes,rarely,sometimes,no
male,2 to 4 hours,more than 8 hours,often,more than 9 hours,1 to 3 hours,more than 9 hours,always,always,never,sometimes,always,often,often,no
male,more than 10 hours,more than 8 hours,rarely,7 to 9 hours,less than 1 hour,more than 9 hours,always,sometimes,rarely,sometimes,rarely,never,often,no
male,2 to 4 hours,less than 4 hours,never,1 to 3 hours,1 to 3 hours,7 to 9 hours,always,sometimes,rarely,sometimes,never,sometimes,sometimes,no
female,less than 2 hours,less than 4 hours,sometimes,less than 1 hour,4 to 6 hours,less than 1 hour,rarely,never,rarely,often,rarely,sometimes,sometimes,no
female,less than 2 hours,less than 4 hours,never,4 to 6 hours,less than 1 hour,more than 9 hours,always,always,always,rarely,sometimes,rarely,never,no
male,less than 2 hours,more than 8 hours,rarely,1 to 3 hours,less than 1 hour,7 to 9 hours,rarely,never,always,always,always,sometimes,never,no
female,less than 2 hours,less than 4 hours,always,4 to 6 hours,4 to 6 hours,4 to 6 hours,always,never,rarely,sometimes,often,never,never,no
male,8 to 10 hours,more than 8 hours,never,1 to 3 hours,more than 9 hours,more than 9 hours,never,rarely,sometimes,always,rarely,rarely,sometimes,no
female,less than 2 hours,less than 4 hours,always,7 to 9 hours,4 to 6 hours,7 to 9 hours,rarely,sometimes,rarely,sometimes,sometimes,often,never,no
female,more than 10 hours,more than 8 hours,rarely,1 to 3 hours,7 to 9 hours,7 to 9 hours,rarely,never,sometimes,rarely,never,always,rarely,no
female,less than 2 hours,4 to 6 hours,often,more than 9 hours,1 to 3 hours,more than 9 hours,always,never,always,never,often,sometimes,sometimes,no
female,5 to 7 hours,4 to 6 hours,always,less than 1 hour,4 to 6 hours,7 to 9 hours,sometimes,often,rarely,sometimes,sometimes,sometimes,sometimes,no
female,more than 10 hours,7 to 8 hours,often,7 to 9 hours,1 to 3 hours,7 to 9 hours,rarely,never,always,sometimes,never,rarely,never,no
female,8 to 10 hours,7 to 8 hours,always,1 to 3 hours,7 to 9 hours,4 to 6 hours,rarely,never,sometimes,rarely,always,sometimes,always,no
male,5 to 7 hours,4 to 6 hours,always,1 to 3 hours,1 to 3 hours,more than 9 hours,rarely,rarely,often,never,often,never,never,no
male,2 to 4 hours,4 to 6 hours,sometimes,4 to 6 hours,more than 9 hours,more than 9 hours,often,sometimes,sometimes,often,never,rarely,often,no
male,8 to 10 hours,4 to 6 hours,rarely,1 to 3 hours,1 to 3 hours,4 to 6 hours,always,never,rarely,often,rarely,sometimes,always,no
male,5 to 7 hours,less than 4 hours,always,1 to 3 hours,1 to 3 hours,less than 1 hour,sometimes,never,never,often,often,sometimes,sometimes,no
male,less than 2 hours,7 to 8 hours,often,1 to 3 hours,1 to 3 hours,4 to 6 hours,always,always,rarely,always,never,often,often,no
male,less than 2 hours,more than 8 hours,never,less than 1 hour,4 to 6 hours,7 to 9 hours,always,always,sometimes,never,never,always,always,no
female,8 to 10 hours,more than 8 hours,often,less than 1 hour,1 to 3 hours,4 to 6 hours,often,sometimes,always,often,always,sometimes,never,no
male,2 to 4 hours,4 to 6 hours,often,7 to 9 hours,less than 1 hour,1 to 3 hours,sometimes,sometimes,never,rarely,rarely,sometimes,rarely,no
male,5 to 7 hours,7 to 8 hours,often,7 to 9 hours,more than 9 hours,4 to 6 hours,sometimes,sometimes,sometimes,often,never,never,often,no
female,2 to 4 hours,more than 8 hours,sometimes,4 to 6 hours,1 to 3 hours,1 to 3 hours,often,always,rarely,often,rarely,sometimes,rarely,no
male,2 to 4 hours,more than 8 hours,often,7 to 9 hours,less than 1 hour,4 to 6 hours,always,sometimes,sometimes,rarely,sometimes,rarely,always,no
female,5 to 7 hours,4 to 6 hours,sometimes,less than 1 hour,7 to 9 hours,7 to 9 hours,sometimes,never,never,never,often,always,sometimes,no
female,5 to 7 hours,less than 4 hours,always,more than 9 hours,1 to 3 hours,4 to 6 hours,rarely,rarely,never,sometimes,never,never,rarely,no
male,less than 2 hours,7 to 8 hours,always,less than 1 hour,4 to 6 hours,less than 1 hour,rarely,rarely,rarely,rarely,rarely,rarely,rarely,no
male,8 to 10 hours,more than 8 hours,often,7 to 9 hours,1 to 3 hours,less than 1 hour,often,never,never,sometimes,rarely,always,sometimes,no
male,8 to 10 hours,7 to 8 hours,always,4 to 6 hours,less than 1 hour,more than 9 hours,rarely,sometimes,often,sometimes,sometimes,never,rarely,no
male,2 to 4 hours,less than 4 hours,never,1 to 3 hours,7 to 9 hours,1 to 3 hours,sometimes,never,never,often,never,never,rarely,no
male,8 to 10 hours,7 to 8 hours,often,1 to 3 hours,7 to 9 hours,less than 1 hour,never,rarely,rarely,never,never,always,sometimes,no
female,more than 10 hours,7 to 8 hours,rarely,4 to 6 hours,1 to 3 hours,1 to 3 hours,often,sometimes,rarely,rarely,often,sometimes,never,no
male,2 to 4 hours,more than 8 hours,sometimes,7 to 9 hours,1 to 3 hours,7 to 9 hours,often,sometimes,always,never,always,often,always,no
male,5 to 7 hours,7 to 8 hours,sometimes,7 to 9 hours,more than 9 hours,4 to 6 hours,always,never,never,sometimes,often,never,never,no
female,8 to 10 hours,more than 8 hours,rarely,more than 9 hours,1 to 3 hours,more than 9 hours,sometimes,always,never,never,never,always,never,no
female,8 to 10 hours,less than 4 hours,often,less than 1 hour,1 to 3 hours,less than 1 hour,always,often,sometimes,sometimes,rarely,rarely,rarely,no
male,2 to 4 hours,less than 4 hours,often,1 to 3 hours,7 to 9 hours,4 to 6 hours,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,no
male,less than 2 hours,less than 4 hours,never,4 to 6 hours,less than 1 hour,7 to 9 hours,sometimes,rarely,always,rarely,never,often,rarely,no
male,more than 10 hours,less than 4 hours,always,1 to 3 hours,more than 9 hours,7 to 9 hours,often,sometimes,rarely,never,always,always,rarely,no
male,5 to 7 hours,more than 8 hours,often,4 to 6 hours,1 to 3 hours,4 to 6 hours,always,rarely,always,never,always,never,often,no
female,less than 2 hours,more than 8 hours,always,less than 1 hour,4 to 6 hours,1 to 3 hours,always,often,never,always,sometimes,sometimes,sometimes,no
male,more than 10 hours,less than 4 hours,sometimes,4 to 6 hours,1 to 3 hours,4 to 6 hours,never,sometimes,never,rarely,never,rarely,sometimes,no
female,more than 10 hours,7 to 8 hours,often,more than 9 hours,more than 9 hours,7 to 9 hours,sometimes,never,always,rarely,sometimes,sometimes,often,no
male,2 to 4 hours,more than 8 hours,never,1 to 3 hours,less than 1 hour,7 to 9 hours,always,never,sometimes,always,rarely,often,sometimes,no
male,less than 2 hours,more than 8 hours,often,more than 9 hours,1 to 3 hours,less than 1 hour,always,sometimes,often,sometimes,never,never,often,no
female,2 to 4 hours,7 to 8 hours,never,less than 1 hour,less than 1 hour,more than 9 hours,sometimes,sometimes,always,often,sometimes,rarely,sometimes,no
male,2 to 4 hours,more than 8 hours,sometimes,more than 9 hours,1 to 3 hours,more than 9 hours,always,never,never,always,rarely,rarely,sometimes,no
male,less than 2 hours,4 to 6 hours,sometimes,4 to 6 hours,less than 1 hour,4 to 6 hours,sometimes,sometimes,never,rarely,often,always,sometimes,no
female,more than 10 hours,4 to 6 hours,often,more than 9 hours,less than 1 hour,7 to 9 hours,sometimes,sometimes,sometimes,never,often,rarely,never,no
female,2 to 4 hours,7 to 8 hours,always,1 to 3 hours,4 to 6 hours,less than 1 hour,often,always,sometimes,always,never,always,rarely,no
male,less than 2 hours,7 to 8 hours,never,4 to 6 hours,less than 1 hour,7 to 9 hours,sometimes,never,sometimes,never,often,often,sometimes,no
male,5 to 7 hours,4 to 6 hours,often,more than 9 hours,less than 1 hour,more than 9 hours,rarely,never,never,sometimes,often,never,never,no
female,8 to 10 hours,more than 8 hours,always,less than 1 hour,7 to 9 hours,less than 1 hour,rarely,always,rarely,rarely,never,rarely,rarely,no
female,2 to 4 hours,more than 8 hours,sometimes,7 to 9 hours,1 to 3 hours,4 to 6 hours,rarely,often,rarely,often,always,never,rarely,no
male,2 to 4 hours,less than 4 hours,rarely,1 to 3 hours,1 to 3 hours,more than 9 hours,sometimes,always,sometimes,rarely,sometimes,never,rarely,no
male,5 to 7 hours,7 to 8 hours,sometimes,7 to 9 hours,7 to 9 hours,more than 9 hours,never,sometimes,rarely,never,sometimes,never,never,no
female,8 to 10 hours,more than 8 hours,always,more than 9 hours,4 to 6 hours,7 to 9 hours,sometimes,always,always,rarely,rarely,sometimes,sometimes,no
male,less than 2 hours,7 to 8 hours,always,less than 1 hour,less than 1 hour,more than 9 hours,always,sometimes,sometimes,never,rarely,sometimes,never,no
female,less than 2 hours,7 to 8 hours,often,4 to 6 hours,less than 1 hour,4 to 6 hours,often,never,always,rarely,always,rarely,often,no
female,less than 2 hours,7 to 8 hours,always,more than 9 hours,1 to 3 hours,7 to 9 hours,rarely,sometimes,rarely,never,rarely,sometimes,never,no
male,more than 10 hours,7 to 8 hours,often,1 to 3 hours,7 to 9 hours,7 to 9 hours,rarely,rarely,often,never,always,never,never,no
male,less than 2 hours,more than 8 hours,rarely,more than 9 hours,1 to 3 hours,7 to 9 hours,never,rarely,rarely,rarely,always,never,rarely,no
female,2 to 4 hours,7 to 8 hours,often,more than 9 hours,less than 1 hour,1 to 3 hours,never,always,never,rarely,never,rarely,always,no
male,2 to 4 hours,more than 8 hours,always,less than 1 hour,7 to 9 hours,more than 9 hours,rarely,never,often,always,always,rarely,rarely,no
female,less than 2 hours,7 to 8 hours,always,less than 1 hour,1 to 3 hours,1 to 3 hours,always,always,never,never,often,always,often,no
male,more than 10 hours,more than 8 hours,always,1 to 3 hours,more than 9 hours,more than 9 hours,never,never,often,never,rarely,often,sometimes,no
male,2 to 4 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,4 to 6 hours,sometimes,often,rarely,sometimes,always,sometimes,never,no
female,less than 2 hours,less than 4 hours,sometimes,1 to 3 hours,7 to 9 hours,less than 1 hour,never,always,rarely,sometimes,rarely,never,rarely,no
female,8 to 10 hours,4 to 6 hours,always,1 to 3 hours,less than 1 hour,more than 9 hours,rarely,sometimes,never,always,rarely,often,never,no
male,more than 10 hours,more than 8 hours,rarely,4 to 6 hours,less than 1 hour,4 to 6 hours,often,never,never,rarely,often,never,sometimes,no
female,less than 2 hours,7 to 8 hours,sometimes,7 to 9 hours,7 to 9 hours,less than 1 hour,often,never,never,often,rarely,never,often,no
female,2 to 4 hours,7 to 8 hours,always,less than 1 hour,7 to 9 hours,7 to 9 hours,often,never,sometimes,often,never,never,always,no
female,2 to 4 hours,more than 8 hours,sometimes,1 to 3 hours,more than 9 hours,7 to 9 hours,never,never,never,sometimes,sometimes,always,always,no
male,5 to 7 hours,less than 4 hours,sometimes,less than 1 hour,4 to 6 hours,7 to 9 hours,always,never,often,never,rarely,sometimes,never,no
male,less than 2 hours,4 to 6 hours,sometimes,1 to 3 hours,1 to 3 hours,1 to 3 hours,always,always,sometimes,sometimes,often,often,never,no
female,more than 10 hours,7 to 8 hours,never,4 to 6 hours,1 to 3 hours,more than 9 hours,often,never,always,rarely,sometimes,never,often,no
male,less than 2 hours,more than 8 hours,always,less than 1 hour,7 to 9 hours,more than 9 hours,rarely,rarely,always,always,sometimes,never,always,no
female,less than 2 hours,4 to 6 hours,rarely,1 to 3 hours,1 to 3 hours,more than 9 hours,always,never,never,sometimes,always,rarely,always,no
male,5 to 7 hours,more than 8 hours,sometimes,4 to 6 hours,7 to 9 hours,7 to 9 hours,often,rarely,sometimes,sometimes,never,never,always,no
male,2 to 4 hours,less than 4 hours,often,1 to 3 hours,4 to 6 hours,less than 1 hour,never,never,rarely,rarely,never,rarely,often,no
female,8 to 10 hours,more than 8 hours,sometimes,4 to 6 hours,less than 1 hour,7 to 9 hours,always,always,always,rarely,rarely,sometimes,often,no
female,5 to 7 hours,4 to 6 hours,sometimes,less than 1 hour,7 to 9 hours,less than 1 hour,sometimes,never,often,rarely,sometimes,sometimes,sometimes,no
female,5 to 7 hours,more than 8 hours,sometimes,7 to 9 hours,4 to 6 hours,less than 1 hour,always,sometimes,rarely,never,often,sometimes,sometimes,no
male,more than 10 hours,more than 8 hours,always,7 to 9 hours,7 to 9 hours,4 to 6 hours,never,rarely,never,always,rarely,sometimes,rarely,no
male,2 to 4 hours,more than 8 hours,always,7 to 9 hours,7 to 9 hours,more than 9 hours,rarely,rarely,rarely,often,rarely,always,never,no
male,8 to 10 hours,7 to 8 hours,often,less than 1 hour,7 to 9 hours,more than 9 hours,never,sometimes,rarely,sometimes,rarely,often,often,no
male,8 to 10 hours,7 to 8 hours,often,less than 1 hour,1 to 3 hours,more than 9 hours,always,always,rarely,rarely,often,always,always,no
female,less than 2 hours,7 to 8 hours,often,1 to 3 hours,7 to 9 hours,7 to 9 hours,always,never,never,sometimes,rarely,always,often,no
male,less than 2 hours,more than 8 hours,often,7 to 9 hours,less than 1 hour,4 to 6 hours,always,often,often,rarely,never,rarely,rarely,no
male,2 to 4 hours,less than 4 hours,sometimes,1 to 3 hours,1 to 3 hours,more than 9 hours,often,rarely,often,often,rarely,always,often,no
male,8 to 10 hours,7 to 8 hours,always,more than 9 hours,7 to 9 hours,less than 1 hour,never,sometimes,rarely,rarely,sometimes,never,rarely,no
female,more than 10 hours,7 to 8 hours,never,4 to 6 hours,1 to 3 hours,4 to 6 hours,rarely,rarely,sometimes,sometimes,never,always,sometimes,no
male,more than 10 hours,less than 4 hours,sometimes,less than 1 hour,less than 1 hour,less than 1 hour,sometimes,always,sometimes,rarely,never,never,sometimes,no
male,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,1 to 3 hours,7 to 9 hours,sometimes,sometimes,never,rarely,sometimes,always,sometimes,no
female,less than 2 hours,7 to 8 hours,sometimes,more than 9 hours,1 to 3 hours,4 to 6 hours,always,never,often,sometimes,rarely,sometimes,rarely,no
male,5 to 7 hours,less than 4 hours,often,1 to 3 hours,1 to 3 hours,1 to 3 hours,never,rarely,never,sometimes,rarely,never,never,no
male,5 to 7 hours,more than 8 hours,rarely,less than 1 hour,4 to 6 hours,4 to 6 hours,often,sometimes,never,always,rarely,rarely,often,no
male,5 to 7 hours,less than 4 hours,often,7 to 9 hours,4 to 6 hours,4 to 6 hours,often,sometimes,never,rarely,always,never,rarely,no
male,less than 2 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,1 to 3 hours,never,always,rarely,always,sometimes,sometimes,never,no
female,less than 2 hours,more than 8 hours,never,more than 9 hours,less than 1 hour,4 to 6 hours,always,sometimes,sometimes,never,always,never,always,no
male,8 to 10 hours,7 to 8 hours,often,less than 1 hour,7 to 9 hours,less than 1 hour,always,sometimes,always,sometimes,sometimes,rarely,sometimes,no
female,5 to 7 hours,4 to 6 hours,always,more than 9 hours,1 to 3 hours,7 to 9 hours,often,never,often,often,sometimes,rarely,sometimes,no
male,more than 10 hours,more than 8 hours,sometimes,1 to 3 hours,1 to 3 hours,1 to 3 hours,sometimes,rarely,rarely,sometimes,rarely,rarely,sometimes,no
female,8 to 10 hours,7 to 8 hours,rarely,more than 9 hours,less than 1 hour,4 to 6 hours,sometimes,always,rarely,rarely,never,rarely,often,no
female,5 to 7 hours,7 to 8 hours,always,4 to 6 hours,less than 1 hour,7 to 9 hours,sometimes,sometimes,often,rarely,never,sometimes,sometimes,no
female,2 to 4 hours,4 to 6 hours,sometimes,1 to 3 hours,less than 1 hour,4 to 6 hours,never,never,always,always,often,sometimes,sometimes,no
female,8 to 10 hours,less than 4 hours,always,more than 9 hours,1 to 3 hours,4 to 6 hours,sometimes,rarely,never,sometimes,always,rarely,rarely,no
female,2 to 4 hours,more than 8 hours,sometimes,less than 1 hour,less than 1 hour,4 to 6 hours,often,always,always,never,sometimes,sometimes,rarely,no
female,less than 2 hours,less than 4 hours,often,more than 9 hours,4 to 6 hours,4 to 6 hours,often,always,never,sometimes,often,rarely,never,no
female,less than 2 hours,more than 8 hours,never,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,never,rarely,never,sometimes,often,never,no
male,2 to 4 hours,more than 8 hours,sometimes,7 to 9 hours,less than 1 hour,more than 9 hours,rarely,always,never,always,never,never,always,no
female,more than 10 hours,4 to 6 hours,always,1 to 3 hours,less than 1 hour,less than 1 hour,rarely,never,rarely,never,always,sometimes,rarely,no
female,2 to 4 hours,less than 4 hours,sometimes,less than 1 hour,more than 9 hours,1 to 3 hours,never,rarely,often,rarely,rarely,rarely,sometimes,no
male,2 to 4 hours,4 to 6 hours,never,more than 9 hours,1 to 3 hours,less than 1 hour,sometimes,never,always,rarely,never,sometimes,never,no
female,8 to 10 hours,more than 8 hours,rarely,1 to 3 hours,less than 1 hour,1 to 3 hours,often,rarely,rarely,rarely,rarely,always,rarely,no
male,less than 2 hours,more than 8 hours,always,more than 9 hours,1 to 3 hours,more than 9 hours,sometimes,rarely,often,sometimes,often,rarely,always,no
male,8 to 10 hours,more than 8 hours,often,4 to 6 hours,more than 9 hours,more than 9 hours,rarely,never,rarely,sometimes,never,never,never,no
